total_combos,inflados,balanceados,sub_declarados,total_un_stock,total_ingresos,total_egresos,total_internos_un,total_internos_movs,inflacion_neta
402,45,111,246,199572.0,552379.0,100675.0,470533.0,5346,-252132.0
